0,1
1,"{'8': 1.5336824655532837, '72': 2.450093984603882, '68': 2.234316110610962, '29': 0.0031331381760537624, '33': 1.76785409450531, '80': 1.9845409393310547, '5': 1.447800636291504, '49': 2.0463147163391113, '1': 2.068284749984741, '9': 1.1837748289108276}"
11,"{'92': 1.2710962295532227, '49': 0.7970267534255981, '18': 0.006711034569889307, '33': 1.2829216718673706, '9': 0.0017681544413790107, '38': 0.37590622901916504, '54': 0.8751733899116516, '75': 0.012823246419429779, '50': 1.2340737581253052, '77': 0.060946591198444366}"
21,"{'13': 0.02280229888856411, '89': 0.751932680606842, '22': 0.006295935716480017, '31': 0.6395699977874756, '42': 0.3983704149723053, '37': 0.7534931302070618, '72': 0.6274975538253784, '21': 1.0086324214935303, '77': 0.017345767468214035, '57': 0.004647101741284132}"
31,"{'35': 0.7406067848205566, '88': 0.5622456073760986, '94': 0.3549710810184479, '65': 0.03184991329908371, '82': 0.3110942244529724, '58': 0.0911593958735466, '41': 0.895759105682373, '11': 0.0379350520670414, '44': 0.7811186909675598, '39': 0.007948813959956169}"
41,"{'44': 0.8882905840873718, '31': 1.064274787902832, '4': 0.7363981604576111, '40': 1.0013684034347534, '27': 1.0781036615371704, '67': 0.1028483659029007, '15': 0.8065396547317505, '50': 0.38431793451309204, '38': 0.12249745428562164, '69': 1.6162779331207275}"
51,"{'90': 0.0026253878604620695, '53': 0.06673058122396469, '12': 0.20124050974845886, '85': 0.6729450225830078, '83': 0.01700124889612198, '66': 5.373320891521871e-05, '5': 0.034557439386844635, '57': 0.08361754566431046, '32': 0.30513691902160645, '70': 0.9508672952651978}"
61,"{'31': 0.13850069046020508, '56': 0.6981130838394165, '40': 0.2364393174648285, '76': 0.0015980979660525918, '6': 0.742111325263977, '93': 0.24728651344776154, '22': 0.17936769127845764, '24': 0.3906117379665375, '84': 0.4131729006767273, '21': 0.10469500720500946}"
71,"{'6': 0.8248974680900574, '96': 0.01014862023293972, '47': 0.3401568830013275, '30': 0.28743690252304077, '66': 0.0058922478929162025, '72': 0.2024446278810501, '88': 0.2780548930168152, '18': 0.0014676720602437854, '71': 0.0024807543959468603, '52': 0.007459355052560568}"
81,"{'29': 0.027406785637140274, '12': 0.14747847616672516, '91': 0.00990135408937931, '17': 0.00041613029316067696, '21': 1.1260457038879395, '9': 0.0009873892413452268, '93': 0.6775525212287903, '68': 0.465475857257843, '42': 0.20124563574790955, '20': 1.1782418489456177}"
91,"{'65': 0.002469687256962061, '74': 0.00044555007480084896, '63': 0.09219851344823837, '73': 0.002634163247421384, '66': 0.0010356014827266335, '84': 0.3037216067314148, '72': 0.42940554022789, '1': 0.3236770033836365, '68': 0.2454359084367752, '27': 0.42236337065696716}"
100,"{'71': 0.007547851651906967, '63': 0.21624445915222168, '54': 0.39248985052108765, '86': 0.37819743156433105, '70': 0.0863298624753952, '22': 0.05659057945013046, '12': 0.3279760479927063, '28': 0.329245001077652, '48': 0.10780111700296402, '32': 0.3113275170326233}"
