0,1
1,"{'52': 2.078829050064087, '9': 2.25166654586792, '24': 2.222931146621704, '56': 2.2461698055267334, '17': 2.3547987937927246, '20': 1.9870059490203857, '71': 2.240184783935547, '12': 2.158982515335083, '1': 2.2154932022094727, '34': 2.3568592071533203}"
3,"{'59': 1.5772156715393066, '27': 2.368861436843872, '5': 1.6348955631256104, '23': 1.7121827602386475, '14': 1.2654908895492554, '78': 1.51052725315094, '53': 1.600891351699829, '93': 1.0003412961959839, '71': 1.7860400676727295, '81': 1.80441415309906}"
5,"{'75': 0.5420562028884888, '65': 0.5010725259780884, '93': 1.4605872631072998, '46': 1.0268181562423706, '19': 0.6172419190406799, '80': 0.928032398223877, '0': 1.3974610567092896, '56': 0.38023361563682556, '59': 0.6754775047302246, '94': 1.3773281574249268}"
7,"{'10': 3.119236946105957, '22': 0.5466815829277039, '13': 1.1599655151367188, '94': 0.3121498227119446, '16': 0.6726641654968262, '15': 0.5531514883041382, '40': 0.9179299473762512, '79': 0.36495280265808105, '6': 0.30682238936424255, '45': 1.1910088062286377}"
9,"{'87': 0.6166228652000427, '68': 0.6442470550537109, '30': 0.26300281286239624, '51': 0.27714407444000244, '11': 1.147287130355835, '19': 0.5386613607406616, '23': 0.7967982292175293, '44': 0.9141430854797363, '9': 0.8695670366287231, '6': 0.09825198352336884}"
11,"{'86': 0.4194546639919281, '66': 0.7421131730079651, '17': 0.5119646191596985, '13': 0.3134482502937317, '49': 0.45665422081947327, '48': 0.36516156792640686, '44': 0.031168928369879723, '53': 0.27690863609313965, '12': 0.22696581482887268, '37': 0.32833683490753174}"
13,"{'72': 0.47940152883529663, '82': 0.32397469878196716, '88': 0.2433602511882782, '64': 0.2900323271751404, '99': 0.4323651194572449, '41': 0.13495513796806335, '34': 0.4585908055305481, '33': 0.08756254613399506, '20': 0.408991277217865, '61': 0.18164947628974915}"
15,"{'45': 0.10167752206325531, '18': 0.18697898089885712, '52': 0.3327762186527252, '77': 0.06928441673517227, '58': 0.3592770993709564, '80': 0.76817786693573, '5': 0.09848064929246902, '0': 0.018805013969540596, '26': 0.18446573615074158, '91': 0.633979082107544}"
17,"{'52': 0.20816557109355927, '68': 0.24110357463359833, '40': 0.09060060977935791, '58': 0.08311589062213898, '93': 0.11917390674352646, '97': 0.4224465787410736, '56': 0.058668870478868484, '10': 0.8403089642524719, '14': 0.7892613410949707, '78': 0.1708323359489441}"
19,"{'34': 0.05692635849118233, '52': 0.6912643909454346, '85': 0.28598734736442566, '95': 0.41606369614601135, '91': 0.48631757497787476, '18': 0.08281280100345612, '19': 0.08544991910457611, '87': 0.032586172223091125, '55': 0.3383811414241791, '81': 0.0846184641122818}"
20,"{'61': 0.19718383252620697, '68': 0.028128106147050858, '86': 0.30573853850364685, '53': 0.02761259116232395, '67': 0.513572633266449, '96': 0.27660250663757324, '55': 0.052575282752513885, '58': 0.16677525639533997, '26': 0.07412668317556381, '46': 0.012340810149908066}"
