0,1
1,"{'65': 1.7198102474212646, '91': 1.6552257537841797, '95': 0.9788985252380371, '0': 2.4045703411102295, '61': 1.7288000583648682, '15': 1.809991478919983, '39': 1.2907710075378418, '71': 1.4686094522476196, '49': 1.4369783401489258, '56': 0.5338189601898193}"
3,"{'66': 0.9501226544380188, '84': 0.6250673532485962, '37': 1.308756709098816, '40': 1.408220648765564, '36': 0.2088000774383545, '93': 1.5826784372329712, '15': 1.8012425899505615, '48': 2.0736382007598877, '56': 0.6312792897224426, '20': 2.0121569633483887}"
5,"{'36': 0.011798172257840633, '56': 0.15237782895565033, '37': 1.1158555746078491, '22': 0.7769166231155396, '32': 1.1995834112167358, '98': 0.9158039093017578, '72': 1.4031649827957153, '87': 0.9453303217887878, '55': 0.9925735592842102, '16': 0.5858842730522156}"
7,"{'88': 0.007547745015472174, '56': 0.02299402840435505, '79': 0.3921228349208832, '91': 0.3765910565853119, '12': 0.3232966661453247, '2': 0.944499135017395, '11': 0.24476997554302216, '82': 0.5635123252868652, '17': 0.1721307337284088, '24': 0.26770102977752686}"
9,"{'76': 0.9117538332939148, '88': 0.000297017686534673, '67': 0.40940627455711365, '75': 0.015379794873297215, '87': 0.3374600410461426, '0': 0.49118947982788086, '3': 0.9298534393310547, '16': 0.9636818766593933, '53': 0.14634773135185242, '22': 0.7961766719818115}"
11,"{'70': 0.06347685307264328, '74': 0.12246233224868774, '27': 0.36054128408432007, '45': 0.02171635627746582, '94': 0.19447621703147888, '51': 1.2021560668945312, '30': 0.5440815091133118, '44': 0.24772198498249054, '67': 0.36530306935310364, '21': 8.344646857949556e-07}"
13,"{'38': 0.06683650612831116, '69': 0.3508179783821106, '14': 0.0010023122886195779, '77': 0.061156582087278366, '18': 0.007014553062617779, '88': 0.008791700005531311, '72': 0.379479318857193, '37': 0.45216697454452515, '26': 2.210747480392456, '89': 2.384184938364342e-07}"
15,"{'40': 0.0028184473048895597, '63': 0.23492984473705292, '45': 0.03140760585665703, '6': 0.4067300856113434, '99': 0.00043394684325903654, '83': 0.42749905586242676, '2': 0.06169816851615906, '54': 0.0007073871092870831, '1': 0.0013332393718883395, '90': 0.05934229493141174}"
17,"{'71': 0.01672530546784401, '31': 0.8366122245788574, '32': 0.0332522951066494, '7': 0.007293561939150095, '48': 0.0947706550359726, '21': 0.0003854485403280705, '35': 1.4305104514278355e-06, '81': 0.26342663168907166, '74': 0.23531773686408997, '94': 0.11594758182764053}"
19,"{'22': 0.11656800657510757, '36': 0.001483967644162476, '54': 0.0037090429104864597, '18': 0.2518128752708435, '31': 0.26504772901535034, '40': 0.015368347056210041, '86': 0.08727642893791199, '92': 0.9014830589294434, '69': 0.02245352230966091, '62': 0.04668150097131729}"
20,"{'26': 0.3798621594905853, '61': 0.01981399580836296, '28': 0.0003886998165398836, '49': 0.04724074900150299, '98': 0.039474282413721085, '15': 0.05296625941991806, '23': 0.11220297962427139, '62': 0.0035107112489640713, '74': 0.0028936886228621006, '37': 0.08792733401060104}"
