0,1
1,"{'7': 2.3666064739227295, '8': 1.9483239650726318, '0': 2.7115237712860107, '9': 2.245349645614624, '5': 2.1341605186462402, '1': 2.285261869430542, '6': 2.1151602268218994, '2': 2.621572732925415, '4': 2.254232406616211, '3': 2.025367498397827}"
3,"{'0': 1.8546158075332642, '1': 1.7613823413848877, '3': 1.6031564474105835, '6': 1.6007541418075562, '7': 1.0859873294830322, '2': 1.09237539768219, '8': 1.590826392173767, '5': 2.1195034980773926, '4': 1.0801717042922974, '9': 2.7041616439819336}"
5,"{'1': 1.4955394268035889, '9': 1.3154243230819702, '3': 0.9119828343391418, '5': 0.5099811553955078, '7': 0.6576210260391235, '0': 0.7196758985519409, '6': 1.3690454959869385, '8': 0.5614200234413147, '2': 1.5897676944732666, '4': 0.8482921719551086}"
7,"{'8': 1.0716428756713867, '2': 0.24738256633281708, '5': 0.3745425045490265, '0': 0.4870779514312744, '4': 1.1029571294784546, '7': 0.21068882942199707, '9': 0.6409371495246887, '1': 0.4431394636631012, '3': 0.32893019914627075, '6': 1.2825305461883545}"
9,"{'3': 0.3095861077308655, '7': 0.6560117602348328, '4': 0.517547070980072, '0': 0.356600284576416, '5': 0.48856958746910095, '8': 0.13665816187858582, '2': 0.775424599647522, '6': 0.4649845063686371, '9': 0.30523228645324707, '1': 0.06576299667358398}"
10,"{'6': 0.3719217777252197, '1': 0.325948566198349, '7': 0.4475623071193695, '5': 0.3185221254825592, '2': 0.05239248275756836, '0': 0.5879473090171814, '9': 0.12874236702919006, '4': 0.5495354533195496, '8': 1.1546086072921753, '3': 0.13989253342151642}"
